"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME105092",7040000,2090000,1.9e+07,4510000,3580000,2220000,2e+06,5360000,1480000,11500000,3090000,1780000,21500000,3890000,1360000,6950000,4950000,18400000,2700000,4980000,2360000,5860000,2490000,4820000,6340000,2220000,1780000,2760000,16700000,1420000,4800000,1e+07,9760000,3400000,5450000,12500000,8540000,4530000,1210000,5410000,4530000,5760000,2060000,3120000,2e+06
"ME105093",10900,6110,5360,2100,2060,1030,3240,4030,2830,3090,5770,4140,6700,2770,5530,77000,1190,10600,1610,2310,2310,5120,2200,2390,5060,3720,6950,2300,2670,2440,1310,5200,4810,3760,1260,4450,6710,13100,5700,1720000,46600,4330,5350,15000,1250
"ME105094",425000,830000,3880000,6950000,2220000,848000,1090000,927000,56900,1410000,1620000,621000,1210000,1670000,7550000,646000,2750000,2140000,3090000,911000,866000,1320000,2350000,2200000,652000,2640000,1070000,751000,213000,2930000,287000,2270000,3570000,1100000,532000,789000,1340000,799000,945000,1370000,1890000,3310000,420000,3660000,918000
"ME105095",810000,172000,2080000,839000,250000,473000,1120000,1110000,1700000,1080000,1890000,140000,1030000,1460000,878000,1560000,1250000,8710000,586000,1960000,396000,3260000,1380000,457000,2850000,2400000,327000,511000,2660000,203000,261000,1440000,4100000,1880000,51200,4670000,633000,219000,519000,494000,370000,213000,554000,1840000,1880000
"ME105096",313000,279000,858000,1880000,315000,145000,1990000,359000,173000,2140000,1660000,495000,447000,672000,881000,2240000,438000,1050000,1020000,565000,482000,1570000,216000,162000,2300000,1480000,784000,327000,526000,1750000,830000,410000,585000,1e+06,543000,428000,3860000,164000,159000,3820000,1080000,939000,372000,649000,1100000
"ME105097",1860,1610,81500,103000,18700,43200,52200,NA,2350,146000,7210,1430,188000,6090,1910,185000,14400,124000,42600,9950,25000,297000,24400,37400,81300,3520,2780,10000,52800,1920,38700,104000,50500,25800,7760,1170000,62900,3290,1970,1910,2970,18600,1170,29900,28000
"ME105098",1930,2910,340000,105000,56100,6830,14500,3710,2370,30200,3280,2040,2070000,2130,2070,5000,2710,789000,20800,21500,2750,9460,2900,95500,3160,3450,1620,18400,22000,2650,1580,14300,7420,5920,5990,4970,3190,4150,NA,1340,3300,3720,1800,2770,2250
"ME105099",NA,NA,1690,NA,NA,NA,1930,155000,NA,2740,NA,NA,2030,NA,1710,NA,NA,2080,1900,2110,NA,NA,28400,1650,NA,542000,NA,NA,3.68e+08,NA,NA,NA,5760,1620,NA,1670,1920,NA,NA,NA,12400000,NA,NA,NA,NA
"ME105100",5800000,3110000,2240000,2010000,5570000,3700000,3300000,2690000,3490000,2220000,2880000,5840000,2600000,2260000,3240000,2220000,2830000,2080000,2190000,2610000,3070000,2310000,3200000,2870000,2960000,1930000,5820000,3190000,2230000,3500000,3050000,2500000,2150000,2270000,3050000,2940000,1730000,3210000,3100000,2210000,5520000,2300000,2950000,2540000,3020000
"ME105101",5040000,4740000,4330000,4470000,5020000,5490000,4950000,5030000,5240000,4310000,4730000,5500000,4890000,4910000,5690000,4360000,4490000,412000,5170000,4990000,4950000,4330000,5350000,5110000,4370000,2640000,1230000,8080000,4210000,5390000,5180000,4870000,4940000,4850000,5260000,4810000,4360000,4820000,5250000,4420000,5010000,4750000,407000,4700000,4750000
"ME105102",163000,6080,26200,17000,8480,NA,10500,43700,10800,254000,611000,7470,146000,9860,14700,288000,8400,1570000,38500,16200,238000,74700,9200,7680,1640000,117000,13300,6090,2200000,7720,101000,2110,130000,524000,12400,1330000,95900,6740,690,23800,183000,762000,6590,32500,99300
"ME105103",751000,8060,17100,11700,3540,NA,2360,13200,4970,105000,113000,NA,1e+05,5410,11400,211000,11500,109000,28700,17200,105000,85200,3040,2580,19500,29700,6310,1920,1310000,1600,462000,5690,21500,120000,6240,549000,NA,22000,NA,35600,13800,78000,3590,18500,8440
"ME105104",6580,21600,183000,112000,4540,1160,7630,6800,3080,28700,18300,15500,28100,127000,1870,88300,16500,706000,116000,19300,3280,31700,2470,5820,74100,742000,30600,4600,64200,9040,7740,20700,5350,20600,18900,17500,35000,7010,59000,33100,38200,31400,14400,69700,18800
"ME105105",5310000,9390000,21100000,27400000,11700000,4800000,10700000,14300000,2290000,38400000,15100000,7680000,9940000,30500000,2810000,29600000,24400000,44400000,16800000,15900000,10100000,13400000,1.5e+07,4250000,2.57e+08,37100000,9400000,6170000,24500000,4080000,9130000,9010000,11200000,2.1e+07,15600000,1e+07,12400000,25100000,11900000,96700000,6620000,20300000,4020000,30300000,6230000
"ME105106",323000,464000,1270000,1110000,306000,41800,113000,490000,215000,5720000,885000,188000,313000,5430000,418000,715000,1600000,4930000,1750000,585000,270000,1680000,752000,51600,12300000,761000,1340000,464000,907000,197000,884000,202000,6210000,2470000,153000,265000,485000,548000,3e+05,6680000,742000,4500000,168000,1700000,347000
"ME105107",1540000,1120000,11200000,1630000,502000,308000,489000,1750000,343000,41200000,2130000,841000,8160000,1730000,464000,2460000,3010000,13900000,982000,1010000,1370000,2150000,450000,899000,15200000,5500000,733000,2600000,10200000,52400,6330000,1990000,3600000,4570000,531000,4460000,1220000,3240000,150000,7220000,5700000,6370000,533000,2730000,2210000
"ME105108",5e+05,489000,481000,489000,491000,482000,493000,494000,497000,508000,514000,493000,481000,503000,471000,5e+05,496000,471000,472000,515000,503000,511000,527000,5e+05,494000,505000,482000,486000,484000,520000,479000,496000,465000,483000,516000,504000,475000,487000,502000,351000,484000,509000,519000,516000,492000
"ME105109",155000,1190000,2970000,139000,8140,24500,221000,6520,45000,21500,98300,32400,88900,148000,1900,79000,973000,1350000,199000,78100,85800,810000,25400,17700,761000,262000,50100,49100,21900,1940,159000,404000,109000,434000,244000,133000,66700,28400,12000,47300,63100,26500,6410,139000,7010
"ME105110",13100,12800,50400,654000,16100,15200,7240,15000,2920,59500,971000,26300,71100,1310000,12200,175000,134000,144000,549000,14400,15700,108000,16200,6700,111000,537000,13500,47000,856000,4470,12700,101000,26000,766000,468000,53300,1380000,22700,14600,44000,493000,147000,13300,178000,8450
"ME105111",246000,249000,246000,241000,242000,228000,173000,182000,220000,214000,209000,249000,226000,243000,250000,257000,278000,221000,241000,219000,171000,221000,194000,140000,3e+05,234000,240000,168000,220000,140000,240000,244000,245000,249000,92600,269000,223000,276000,258000,240000,268000,171000,271000,261000,259000
"ME105112",214000,243000,267000,98200,234000,225000,234000,280000,234000,264000,260000,226000,145000,186000,243000,116000,299000,212000,229000,112000,190000,258000,272000,277000,250000,233000,231000,236000,216000,319000,230000,205000,287000,251000,194000,167000,282000,259000,76400,232000,236000,276000,182000,257000,220000
"ME105113",224000,80300,146000,255000,139000,118000,202000,70100,282000,344000,47000,272000,159000,86600,249000,130000,222000,710000,115000,130000,128000,130000,269000,244000,320000,357000,65000,252000,66900,262000,248000,173000,68100,455000,617000,188000,266000,218000,2710000,157000,210000,102000,126000,219000,286000
"ME105114",89000,66800,123000,94000,6240,8930,36800,3180,16300,705000,241000,7540,139000,57600,21600,81000,513000,216000,141000,22500,28500,107000,2710,10300,213000,141000,23900,4130,256000,23400,3260,34000,82400,748000,16100,86000,46400,40400,25300,104000,7950,106000,6750,11900,10800
"ME105115",103000,1770000,2040000,6e+06,11700000,476000,2250000,1710000,526000,682000,861000,795000,833000,3230000,40600,2980000,2470000,2e+06,8890000,5860000,2820000,9070000,5260000,453000,4520000,3600000,1560000,2700000,1240000,520000,229000,1650000,1630000,2390000,35400000,1140000,7130000,926000,324000,1330000,836000,10600000,1240000,8490000,232000
"ME105116",452000,52200,48500,253000,868000,72700,289000,43800,21700,508000,14800,27900,35200,120000,394000,3550000,2360000,2530000,1640000,376000,33200,1150000,41800,11500,1410000,970000,618000,44400,294000,34600,47200,294000,1540000,940000,539000,418000,594000,44400,106000,1700000,674000,1400000,19900,3020000,1640000
"ME105117",24400,31200,21900,8940,31900,11900,50300,9330,7540,21900,2210000,21100,14000,720000,58100,1510000,30300,27800,15200,14200,31500,8700,17200,36500,22800,778000,15200,14100,9960000,37600,295000,46300,90400,6340,22500,31000,21700,32900,17800,40200,3320000,36900,93600,166000,32500
"ME105118",62400,167000,1390000,3520000,337000,159000,1270000,264000,199000,894000,1240000,218000,164000,2140000,121000,1880000,1420000,523000,2040000,302000,1580000,1290000,94100,1320000,2010000,5160000,944000,192000,1070000,53500,219000,619000,1520000,2400000,1810000,1370000,3560000,64200,580000,1620000,1160000,2220000,250000,1010000,29700
"ME105119",425000,1230000,2080000,435000,1830000,7e+05,1750000,1110000,437000,1090000,1960000,649000,948000,2090000,326000,1670000,1640000,977000,2280000,1220000,2170000,812000,443000,685000,2070000,1770000,1290000,884000,1490000,478000,739000,1330000,2590000,3260000,1890000,1460000,244000,878000,744000,2650000,1050000,1040000,1150000,1490000,505000
"ME105120",1990,1510,1600,3240,1400,1080,1470,1590,1520,1720,27000,1790,NA,1930,1310,5130,1310,2070,1270,1780,1680,1690,1390,1390,1660,20700,1530,1540,684000,2070,NA,1900,2120,1300,1300,1310,1660,1710,1260,1740,46300,1510,1830,1600,1580
"ME105121",2820,1990,227000,3620,3070,23900,2490,30900,1620,23200,72200,3470,28600,2240,2460,2760,10700,1830000,1260,20300,2180,3120,13900,2830,15700,2420,2480,2760,8910,1040,2160,2690,3800,18500,4000,2080,3400,54900,1830,30600,4780,3250,2730,NA,NA
"ME105122",334000,128000,1990000,3840000,664000,67200,553000,102000,305000,824000,689000,640000,1240000,1410000,87700,2930000,1010000,1580000,2570000,570000,1270000,493000,149000,1130000,1460000,2190000,1150000,490000,1290000,163000,586000,953000,2190000,2520000,473000,831000,1430000,336000,208000,1390000,751000,1440000,5e+05,713000,204000
"ME105123",6380,9560,43100,119000,44300,5790,26600,7310,2080,207000,86500,NA,11800,7350,1580,271000,92400,130000,28300,71500,15800,81100,3740,11400,164000,231000,17900,1660,65000,4520,14400,4960,42400,7380,512000,20400,42500,10100,8380,94800,17100,16300,5030,49000,1570
"ME105124",4070,55800,85600,291000,133000,3350,141000,95600,2710,358000,176000,29000,51200,47600,4570,330000,134000,263000,601000,235000,191000,582000,46300,9940,292000,118000,170000,61900,183000,38900,39300,38800,260000,568000,462000,240000,314000,36800,20300,206000,102000,259000,18200,90900,14400
"ME105125",2070,1660,6430,9980,4520,NA,4200,NA,NA,999000,153000,NA,NA,NA,NA,20300,14100,6850,6930,5410,3990,7930,3570,NA,662000,NA,NA,3090,3150,5530,NA,2180,7360,20000,3560,4660,31000,NA,4500,67400,1790,NA,2600,NA,3220
"ME105126",23300000,11100000,3.2e+07,51500000,29300000,9530000,19800000,22600000,13400000,31900000,2.1e+07,12500000,17300000,2.2e+07,22600000,13800000,20100000,33100000,2.4e+07,12300000,9210000,35700000,26300000,9710000,2e+07,25500000,1.5e+07,9420000,23900000,16700000,18100000,22300000,34100000,33900000,12300000,18500000,5860000,22300000,9800000,25600000,22500000,29900000,11500000,11900000,24400000
"ME105127",3340,82700,536000,1010000,60900,5280,124000,205000,4000,10000,66100,16500,73800,101000,1660,67500,218000,654000,553000,35800,176000,94900,86200,1120,49500,376000,55600,59600,66100,10700,1060,71200,548000,741000,114000,139000,170000,54000,3110,22300,3490,219000,104000,54800,4220
"ME105128",NA,NA,1880,NA,NA,NA,NA,NA,NA,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,NA,NA,NA,NA,14600000,NA,NA,NA,57000,NA,NA,NA,NA,NA,NA,2080,NA,NA,NA,NA,NA
"ME105129",11900,111000,33900,210000,65900,25200,62600,238000,40300,452000,32700,14400,119000,192000,158000,15100,362000,286000,48400,50300,11800,80300,112000,23100,176000,142000,1e+05,174000,164000,17500,102000,94500,177000,478000,30000,138000,234000,18800,308000,303000,114000,309000,13300,11500,75400
"ME105130",NA,1090,NA,NA,1170000,NA,88300,2160,1670,NA,NA,NA,NA,61100,28300,NA,3200,NA,NA,334000,1810,49000,7210,NA,14000,197000,NA,NA,NA,NA,1750,NA,NA,NA,1700000,NA,229000,2320,NA,NA,NA,NA,NA,25800,NA
"ME105131",159000,104000,370000,68700,440000,55200,787000,3e+05,225000,1850000,79200,20800,2e+05,313000,463000,284000,579000,1720000,45900,67400,128000,1040000,120000,167000,142000,214000,142000,61000,68100,295000,222000,441000,431000,419000,104000,351000,841000,597000,408000,126000,113000,493000,22200,307000,402000
"ME105132",4170000,27200000,11800000,1.6e+07,11500000,7290000,6700000,6870000,1.2e+07,23700000,11300000,31200000,12700000,4170000,13700000,2660000,37700000,19500000,1.1e+07,9050000,8060000,9120000,2940000,8060000,17100000,4100000,17200000,8540000,7370000,4880000,4220000,3.1e+07,6900000,12200000,8430000,11900000,5220000,5240000,8220000,21300000,5030000,54500000,6660000,9730000,1.1e+07
"ME105133",586000,1850000,692000,2060000,1030000,482000,874000,230000,314000,1800000,917000,363000,331000,1050000,111000,1530000,2890000,2730000,1630000,427000,450000,1760000,374000,219000,3060000,3140000,1080000,467000,511000,550000,278000,820000,1300000,981000,864000,2130000,1740000,260000,147000,2140000,426000,9980000,532000,633000,835000
"ME105134",6e+05,373000,599000,1040000,384000,330000,309000,482000,128000,3170000,890000,578000,634000,207000,79000,2100000,371000,1100000,1180000,750000,256000,1030000,252000,79900,1370000,270000,877000,345000,1620000,56300,979000,166000,189000,1160000,641000,404000,1070000,115000,225000,2180000,331000,1520000,145000,1730000,255000
"ME105135",66900,90600,158000,190000,223000,32300,76500,157000,26200,1600000,43400,51000,71800,404000,190000,185000,359000,3550000,432000,64800,161000,287000,211000,30900,2050000,251000,50800,68700,108000,54000,95900,490000,614000,822000,184000,313000,189000,331000,127000,2360000,60400,165000,14100,325000,206000
"ME105136",22200000,56700000,85600000,1.36e+08,47200000,38500000,72900000,35500000,31300000,1.07e+08,65100000,41600000,51300000,81800000,19700000,67700000,87100000,1.13e+08,98600000,45800000,63300000,92400000,27400000,28300000,9.8e+07,1.02e+08,50700000,45300000,6.7e+07,23600000,33200000,70700000,67200000,1.26e+08,45100000,87800000,97300000,33900000,32900000,94800000,4.1e+07,95700000,41800000,96600000,32900000
"ME105137",1960,4370,2990,19800,1230,3700,3740,930,1920,16600,3770,1770,5390,47100,1770,2930,9510,11600,3050,6610,8000,10000,3500,3490,36900000,5600,1210,4150,7570,2240,1990,3430,1360,12200,3700,3160,8040,2420,3830,7670000,3770,8930,1140,4710,3800
"ME105138",96100,1690000,3790000,113000,53200,50800,219000,48800,2990,82600,55000,116000,249000,3860000,48300,567000,153000,8300000,136000,331000,791000,168000,7170,95900,1240000,42000,23400,26100,93100,3920,520000,618000,138000,313000,28000,1880000,439000,245000,28700,234000,41300,132000,24500,1120000,37400
"ME105139",4e+06,6720000,8010000,9810000,8670000,4330000,8370000,6230000,3580000,8120000,8580000,5730000,5910000,7140000,3500000,9450000,8180000,8510000,9420000,6920000,7690000,8080000,4950000,4730000,8830000,8140000,6770000,6080000,8120000,5310000,5590000,6870000,10500000,9490000,7710000,6480000,8900000,5270000,4700000,10800000,6680000,8040000,6790000,7580000,5100000
"ME105140",868000,1680000,8900,2020,2360,2600,10800,3590,NA,9310000,3580,NA,692000,21500,NA,2030000,12700,21300,4590,62700,526000,44700,6350,2620,49400,6530,24800,2120,11900,242000,4050,11700,3650,6250,2450,5750000,178000,3050,NA,27800,2200000,3980,11300,12000,2050
"ME105141",88300000,2.15e+08,3.42e+08,7.19e+08,2.48e+08,2.38e+08,2.44e+08,1.82e+08,2.4e+08,5.03e+08,2.23e+08,1.19e+08,2.59e+08,92600000,88700000,2e+08,3.15e+08,5.13e+08,3.11e+08,2.86e+08,3.49e+08,4.98e+08,1.22e+08,1.26e+08,3.8e+08,22600000,79200000,2.53e+08,1.96e+08,59100000,1.05e+08,2.33e+08,1.75e+08,4.65e+08,2.69e+08,2.22e+08,3.92e+08,1.74e+08,1.26e+08,3.39e+08,60700000,3.52e+08,2.31e+08,1.63e+08,76400000
"ME105142",113000,28100,717000,478000,870000,6240,322000,186000,529000,914000,957000,115000,234000,1830000,904000,872000,3420000,1250000,694000,723000,102000,513000,247000,75600,738000,2650000,398000,554000,618000,294000,469000,393000,1540000,1180000,265000,509000,1030000,423000,780000,849000,331000,1030000,209000,733000,1140000
"ME105143",8390,41300,115000,2330,4e+05,10300,110000,27200,22300,1450000,30900,6090,51500,33200,3390,1150000,28200,1780,133000,68200,42300,151000,3170,8100,41400,233000,88400,24500,136000,17800,44000,10400,231000,323000,118000,44300,14000,665000,3120,24900,32700,13600,46200,210000,10500
"ME105144",2050000,6650000,2110000,984000,4680000,5370000,5320000,2860000,4090000,2740000,5610000,5300000,1770000,4220000,4500000,5330000,3760000,1530000,5890000,5480000,11700000,2e+06,4200000,1550000,5870000,2230000,6010000,6750000,5490000,1480000,2670000,4050000,4760000,11700000,3930000,5720000,1580000,2410000,3040000,12900000,3880000,3130000,7900000,1830000,4070000
"ME105145",64800,931000,949000,1120000,751000,205000,746000,622000,261000,771000,1510000,638000,473000,1290000,247000,995000,1380000,497000,1370000,934000,755000,744000,535000,406000,1080000,2640000,1080000,664000,940000,475000,283000,1080000,2280000,1890000,1420000,308000,1680000,169000,33700,1290000,843000,978000,1e+06,863000,186000
"ME105146",65100,483000,865000,2130000,434000,98800,557000,387000,247000,801000,596000,4e+05,131000,1300000,110000,414000,882000,1270000,1560000,463000,561000,629000,215000,295000,714000,2330000,619000,373000,346000,219000,225000,627000,1050000,1980000,489000,505000,768000,309000,293000,773000,279000,736000,222000,1500000,198000
"ME105147",4890,94000,226000,332000,357000,3810,285000,70100,13900,60800,18300,37700,45700,278000,16500,201000,226000,249000,392000,105000,83300,29800,75000,30800,43000,705000,267000,54500,134000,14900,20600,52100,294000,276000,251000,56500,142000,75900,27500,155000,9360,146000,22000,70600,7820
"ME105149",286000,4620000,3200000,173000,10600,9780,392000,130000,16000,1400000,196000,183000,337000,3520000,36100,586000,670000,2280000,498000,310000,115000,143000,8290,27600,1650000,824000,223000,123000,557000,60300,385000,461000,460000,536000,95900,383000,182000,376000,58000,356000,112000,405000,12700,369000,492000
"ME105148",262000,967000,3460000,1970000,505000,372000,688000,199000,95900,1440000,578000,496000,751000,1150000,181000,319000,1470000,2760000,1290000,752000,663000,1110000,290000,242000,1190000,1370000,611000,513000,384000,154000,1070000,826000,878000,1410000,766000,967000,928000,657000,222000,744000,649000,1060000,154000,973000,192000
"ME105150",7690,3320,65600,1240000,22800,27800,208000,12300,4030,251000,207000,17000,13300000,184000,NA,87900,237000,287000,860000,37600,65900,780000,3300,369000,255000,299000,57200,173000,2530000,19200,181000,1940000,133000,1e+06,28300,338000,338000,62100,7760,186000,48000,210000,247000,45700,19000
"ME105151",106000,2090,41400,11500,8870,68900,19300,3500,1980,24000,5170,6210,1710000,11200,1910,33600,1e+05,497000,133000,11900,20800,573000,2120,813000,17900,79000,2790,226000,425000,2160,75100,1390000,29700,24100,106000,99300,13100,1800,2020,3800,10000,4460,2690,16600,1690
"ME105152",1980,39800,15300,306000,137000,1930,11100,38000,NA,17600,16600,3550,50900,56200,1860,15600,5380,189000,399000,66100,31600,6270,29000,25700,39100,38700,10600,43700,11400,2800,1540,6830,128000,509000,95000,13200,15700,48800,28900,7430,1830,56800,23400,66000,1300
"ME105153",58200,NA,28800,33000,26100,2590,14400,26800,15500,61100,28700,4210,19600,27000,NA,161000,34000,924000,29200,76400,6940,11800,47600,4490,153000,18600,53400,5290,76600,NA,50900,36200,NA,54100,22300,2300,NA,11800,21800,68100,5260,16600,NA,18000,NA
"ME105154",198000,225000,790000,596000,146000,253000,254000,231000,263000,1640000,359000,111000,309000,222000,284000,427000,137000,680000,340000,541000,203000,642000,217000,176000,651000,1340000,140000,187000,363000,134000,245000,119000,377000,760000,207000,315000,1690000,163000,58200,1800000,367000,331000,33800,111000,125000
"ME105155",4700000,NA,59200,NA,4770000,NA,67600,NA,NA,2190,447000,1840,1620,1740000,NA,333000,113000,3240000,1860000,166000,678000,257000,1800,NA,1140000,1520000,1750,1920,1060000,NA,1240000,3210,2830,72400,193000,19200000,6600,962000,21100,39900,3730,5390000,1550,149000,3360000
"ME105156",2380000,9060000,20800000,28500000,9500000,3090000,10200000,5560000,2690000,22100000,12600000,4580000,6680000,9740000,3440000,14500000,20900000,30300000,20800000,9220000,8930000,15700000,4640000,3040000,17700000,16600000,8340000,5770000,14800000,4010000,4650000,9570000,25800000,25700000,11700000,8320000,20300000,5610000,3320000,17500000,7980000,14200000,4720000,9220000,5450000
"ME105157",73600,207000,18700,1170000,199000,34400,484000,85200,5780,68800,850000,22800,23900,408000,20700,215000,256000,294000,1090000,1e+05,226000,181000,155000,4400,229000,1300000,220000,149000,404000,161000,50700,162000,67400,996000,222000,199000,791000,220000,39500,23400,559000,90100,15600,237000,43400
"ME105158",1410000,1370000,1390000,1380000,1470000,1400000,1420000,1330000,1340000,1390000,1470000,1370000,1320000,1360000,1400000,1370000,1500000,1440000,1430000,1370000,1430000,1460000,1470000,1400000,1520000,1310000,1420000,1460000,1390000,1390000,1360000,1490000,1360000,1500000,1480000,1490000,1420000,1490000,1490000,1340000,1330000,1410000,1450000,1410000,1410000
"ME105159",41100,22300,296000,560000,111000,36800,112000,4180,8020,99700,149000,57500,78100,74800,21600,191000,190000,182000,302000,79600,112000,75700,4390,66700,552000,507000,63400,5610,55800,51100,24500,44800,351000,409000,125000,262000,584000,14700,12700,131000,40800,217000,91600,86900,23600
"ME105160",6210000,5700000,5340000,5230000,6030000,7270000,5510000,6220000,6910000,5280000,5500000,6280000,6140000,5730000,6840000,6550000,5800000,5400000,5770000,6690000,6740000,5850000,6800000,6850000,5810000,6520000,5950000,6570000,5420000,7060000,6770000,5670000,5830000,4980000,6170000,7170000,5970000,5800000,6470000,5310000,6150000,5270000,14500000,6460000,5820000
"ME105161",32400,3410,83000,1860,483000,2890,11300,4550,3120,132000,16900,105000,29400,10200,21000,8610,22300,2e+05,15100,3260,9110,11900,2480,4740,61800,72100,4050,27000,532000,141000,2810,1780,13400,3920,40400,721000,12000,3300,2010,2550,4030,32200,2620,2870,156000
"ME105162",2.28e+08,2.2e+09,2.17e+09,2.46e+09,1.49e+09,2.9e+08,5.27e+08,2.07e+09,4.89e+08,2.74e+09,2.42e+09,4.81e+08,1.36e+09,4.32e+09,1.88e+09,3.86e+08,7.03e+08,1.55e+09,1.37e+09,2.18e+09,88700000,6.67e+08,1.95e+09,3.1e+08,1.36e+09,7.98e+09,1.84e+09,5.48e+08,1.3e+09,1.29e+09,3.94e+09,7.84e+08,1.16e+10,1.94e+10,2.6e+09,2.87e+09,1.19e+10,7.11e+09,4.2e+09,1.8e+10,1.4e+09,9.96e+09,5.32e+09,5.38e+09,3.41e+09
"ME105164",274000,46400,26500,325000,29200,133000,60600,382000,270000,651000,139000,27000,22300000,264000,38400,593000,43800,2490000,481000,142000,485000,2500000,27700,344000,840000,1.4e+07,22000,102000,10200000,107000,8290000,821000,67900,402000,18500,7580000,156000,416000,23300,15900,8800000,150000,28500,2780000,68000
"ME105163",198000,2790000,154000,1430000,422000,209000,151000,336000,237000,769000,1310000,876000,527000,338000,454000,163000,1050000,549000,462000,119000,151000,426000,276000,376000,444000,385000,727000,728000,259000,511000,6e+05,1480000,124000,763000,611000,549000,223000,481000,256000,557000,261000,1050000,255000,144000,427000
"ME105165",4.1e+07,50700000,1.15e+08,1.78e+08,78800000,51800000,1.2e+08,68900000,35200000,1.36e+08,1.05e+08,57300000,60600000,1.09e+08,4.4e+07,1.5e+08,72700000,1.64e+08,1.34e+08,65500000,98500000,1.28e+08,52200000,37600000,1.4e+08,1.2e+08,9.2e+07,50300000,96100000,47300000,54900000,7.4e+07,1.05e+08,1.54e+08,9e+07,65300000,1.45e+08,51200000,44900000,1.49e+08,45200000,1.18e+08,55400000,1.1e+08,50700000
"ME105166",103000,2e+06,2600000,11500000,26900,63600,343000,396000,91800,1690000,880000,506000,301000,1540000,219000,1960000,1190000,5030000,720000,295000,390000,19600,72800,306000,1240000,1750000,203000,507000,1280000,13200,1520000,256000,2680000,1170000,230000,825000,419000,342000,17900,810000,1380000,941000,19500,599000,531000
"ME105167",82600,256000,2380000,1310000,854000,207000,175000,562000,130000,1740000,1710000,129000,891000,1620000,180000,1140000,2900000,6660000,1650000,602000,650000,745000,548000,366000,1040000,1850000,44800,363000,3990000,105000,1850000,396000,7280000,9600000,811000,3500000,4760000,10100000,1860000,5100000,3350000,2700000,3560000,1870000,1290000
"ME105168",74400,2330,36700,6820,15000,15700,10300,5470,7260,12400,24600,13500,4110,10100,221000,120000,5790,22500,2410,10800,13200,10500,8120,11100,10100,987000,11200,12500,3690,31000,16900,198000,85700,11100,31200,8810,8280,6140,17700,3210,2380,21100,4650,1630000,83900
"ME105169",1150000,7210,17500,15200,4830,2220,4670,7910,9170,19000,17900,4250,8920,51300,12900,215000,18000,77800,7630,9490,7120,5480,2250,3210,7020,77500,11300,11000,23600,5220,96600,9330,7490,53600,4560,7870,3340,8830,4410,17700,9590,27200,2990,6400,7110
"ME105170",4450000,2.7e+07,18100000,12300000,5100000,4150000,5530000,5570000,2360000,18900000,6350000,6160000,15700000,8570000,4880000,10800000,35300000,27600000,4930000,13600000,15100000,22900000,3120000,3130000,8850000,9690000,7090000,4120000,13400000,6530000,4920000,19500000,7670000,5430000,11600000,39600000,33200000,30100000,9740000,7300000,4180000,28900000,4050000,12300000,15500000
"ME105171",31000,88300,179000,341000,676000,94000,115000,1480000,26200,2140000,287000,84900,112000,94300,32700,254000,448000,302000,181000,1880000,107000,432000,1030000,50000,263000,207000,128000,241000,1390000,11400,153000,226000,101000,325000,1320000,126000,691000,3480000,334000,872000,937000,158000,61900,293000,22300
"ME105172",874000,2980000,20200000,11300000,5810000,2320000,3480000,2740000,743000,7210000,1870000,2230000,5440000,2150000,229000,4610000,7990000,1.9e+07,2790000,13800000,4650000,10200000,1100000,655000,2880000,2090000,3990000,3e+06,3330000,868000,1350000,3330000,8630000,7100000,5180000,5200000,9900000,3530000,1110000,3830000,4660000,8210000,3490000,3940000,1420000
"ME105173",529000,565000,961000,2420000,622000,289000,1170000,866000,210000,1540000,1470000,446000,704000,1930000,315000,2200000,2610000,1360000,2110000,777000,917000,1240000,521000,425000,1580000,4170000,1090000,753000,1270000,441000,765000,1070000,963000,2620000,655000,668000,2600000,442000,385000,1570000,1040000,1390000,585000,1140000,379000
"ME105174",43500,12900,NA,2340,NA,NA,7010,1570,NA,553000,183000,NA,19100,2400,NA,87100,4600,87000,19200,1320,1170,14700,NA,NA,203000,1510,1310,NA,128000,1350,1290,NA,2340,196000,18100,NA,163000,1180,NA,110000,NA,18500,1540,NA,NA
"ME104114",561000,1980000,3410000,1450000,2950000,3510000,4360000,1440000,12600000,7220000,2510000,1690000,2840000,2280000,2740000,125000,1940000,882000,1570000,2560000,2400000,1850000,1690000,5390000,5150000,2490000,1170000,3190000,3830000,644000,2570000,3110000,3930000,2580000,4860000,1630000,1610000,2210000,4580000,1080000,2110000,1910000,1360000,4160000,2110000
"ME105175",50500,779000,1430000,2230000,1310000,424000,1390000,649000,606000,1110000,975000,780000,1020000,917000,168000,805000,2e+06,2090000,1870000,1250000,1130000,1870000,479000,747000,987000,1810000,1370000,1140000,1150000,184000,228000,1070000,1780000,2450000,1520000,1030000,2350000,526000,704000,1120000,567000,2100000,827000,822000,268000
