"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME104257",6780000,286000,26700000,49300000,1030000,352000,806000,3720000,6070000,7560000,4.7e+07,283000,16200000,4.2e+07,31600000,12400000,2290000,7410000,32500000,1180000,338000,6580000,4440000,639000,5390000,99700000,680000,14400000,8730000,9480000,6740000,672000,34700000,8560000,18900000,2640000,4720000,5170000,7510000,4130000,24300000,19100000,1500000,22600000,25800000
"ME104258",116000,284000,2500000,2220000,265000,299000,914000,252000,1300000,207000,1770000,101000,565000,497000,36700,522000,1400000,1290000,534000,114000,574000,1310000,547000,952000,190000,899000,732000,376000,632000,129000,285000,110000,5800000,647000,164000,429000,313000,201000,793000,137000,289000,519000,81700,260000,309000
"ME104259",1780000,10300000,1.2e+07,20800000,7250000,2800000,17300000,6220000,3320000,14200000,14400000,7570000,5520000,21800000,5900000,13600000,16700000,18200000,15900000,6530000,9250000,17300000,4250000,3440000,11800000,61900000,9590000,4830000,12300000,6600000,4760000,15700000,11300000,18100000,7330000,9310000,2.5e+07,4250000,5480000,13100000,4990000,23300000,4810000,26600000,7560000
"ME104260",5280,22100,615000,1080000,109000,21000,73800,81400,47900,349000,458000,36600,106000,74900,49600,55200,149000,694000,114000,15000,43100,91800,16000,23000,119000,228000,50900,9270,139000,4480,10400,17600,399000,370000,25500,161000,45200,54600,20400,68400,93100,118000,18000,8090,35000
"ME104261",29800000,32200000,78200000,38800000,5.7e+07,18900000,56200000,27700000,16900000,1.32e+08,65800000,22600000,45400000,47400000,20200000,62100000,34700000,64600000,2.4e+07,46900000,14900000,52900000,17100000,18100000,1.04e+08,20200000,16400000,3.8e+07,48400000,20400000,26800000,18200000,27100000,22700000,45300000,21700000,59900000,20200000,24700000,1.16e+08,9440000,81700000,47400000,51600000,17300000
"ME104262",2060000,4280000,30400000,27700000,6910000,2500000,25100000,5360000,1550000,28200000,5760000,4620000,1.7e+07,10200000,3720000,22700000,16100000,49700000,10200000,5940000,5320000,16700000,2940000,1660000,16500000,22800000,13400000,5910000,11600000,2640000,8730000,23100000,29300000,46700000,1.3e+07,8970000,32200000,50500000,5900000,17300000,12400000,25400000,6690000,2.7e+07,9130000
"ME104263",5080000,7350000,16900000,1.9e+07,10200000,3770000,13300000,5580000,3530000,16500000,11900000,10100000,11600000,16500000,3280000,13300000,18300000,19400000,2e+07,8020000,8970000,13100000,7820000,4800000,15700000,21800000,8530000,7360000,14900000,4230000,7520000,13800000,18900000,21200000,9560000,9900000,17300000,6290000,4020000,1.4e+07,7850000,14400000,8630000,15900000,4940000
"ME104264",3370,132000,15600,34400,46600,4560,44700,2470,3920,123000,7760,3600,5580,127000,NA,174000,12300,133000,2220,3480,3480,9140,2490,12900,1980,941000,211000,16900,2420,44100,2450,121000,128000,401000,NA,49900,53300,67900,25900,35700,21100,105000,10100,429000,3490
"ME104234",426000,409000,56800,522000,99500,957000,1530000,3520000,58100,7380000,1780000,901000,37300,629000,76700,1060000,3850000,553000,390000,380000,195000,873000,3430000,222000,747000,287000,184000,29400,2100000,11600,1260000,1950000,1710000,4210000,25500,2280000,2870000,2030000,367000,1360000,288000,225000,373000,731000,65900
"ME104265",277000,648000,1130000,1230000,1130000,163000,1160000,181000,63600,1240000,1290000,487000,295000,780000,54400,1460000,1270000,1310000,1070000,909000,783000,782000,188000,74800,1290000,1050000,556000,390000,810000,260000,490000,673000,1360000,1180000,1370000,547000,1540000,105000,209000,1300000,613000,1e+06,373000,495000,91500
"ME104266",71500,26800,11800,29000,36500,14500,51200,15700,20200,25200,32100,22200,25200,8890,36200,28000,74500,25100,17000,17200,15500,31800,83100,5380,31600,13300,16000,65600,16000,16800,12200,7770,19300,9500,47300,17200,26000,265000,64300,10000,6160,21100,23100,19500,19100
"ME104235",1990000,3660000,1070000,544000,3100000,2020000,2100000,2210000,1540000,732000,4110000,1990000,1680000,2070000,3930000,2010000,780000,377000,697000,1290000,2830000,467000,1840000,2620000,1240000,607000,2430000,1640000,1700000,7990000,2580000,1920000,1540000,1030000,2220000,2400000,611000,3310000,2030000,2510000,2810000,595000,2710000,1730000,4270000
"ME104269",26200000,11500000,36500000,54800000,20700000,8180000,27200000,16900000,13100000,47900000,22200000,8970000,15400000,21700000,34500000,22400000,21100000,49100000,31800000,11400000,1.2e+07,43500000,1.7e+07,10100000,19900000,29600000,14200000,11500000,25600000,12600000,23700000,2.6e+07,35100000,40700000,12700000,27700000,24200000,16800000,10700000,35100000,22500000,23900000,11500000,16300000,29700000
"ME104270",6730,52300,195000,288000,23100,7010,65500,24400,23500,712000,264000,16600,129000,59600,1310,350000,125000,313000,41000,164000,8270,195000,28200,32400,434000,346000,22200,98900,259000,1670,72000,45900,129000,134000,745000,33400,252000,79800,16100,193000,114000,133000,12600,73500,8250
"ME104271",208000,269000,1090000,1960000,237000,29400,1370000,290000,37400,2200000,865000,350000,656000,258000,362000,1180000,1050000,2290000,1040000,365000,335000,1760000,60400,25300,1430000,716000,471000,356000,1580000,199000,593000,264000,341000,1550000,192000,266000,1590000,246000,56300,1100000,388000,974000,74000,1510000,244000
"ME104272",69100,55200,499000,1060000,175000,14200,328000,80300,6930,920000,265000,107000,188000,446000,139000,125000,469000,1210000,712000,91700,190000,738000,45300,24800,612000,746000,104000,42700,238000,8080,77600,162000,217000,711000,49600,120000,706000,10400,6470,216000,35400,250000,66500,18100,168000
"ME104273",1220000,749000,5320000,676000,5550000,1290000,703000,3250000,2190000,2500000,1040000,2360000,3280000,2740000,1170000,1470000,4830000,3900000,1560000,4140000,887000,1550000,2300000,2020000,1960000,4340000,1470000,1930000,4050000,239000,865000,4690000,1320000,2010000,5500000,3490000,1830000,2390000,2160000,2730000,1030000,3690000,297000,3670000,1640000
"ME104274",3140,221000,128000,898000,176000,69600,45900,24200,35100,13200,25600,110000,156000,149000,3540,78100,82400,261000,328000,63200,330000,36300,23300,11900,70200,395000,143000,150000,16200,20800,9460,165000,502000,773000,128000,83900,213000,53800,75700,141000,1570,413000,248000,125000,4120
"ME104275",1970,11700,9730,7100,5150,1640,4500,7250,3480,3040,2970,5090,1860,2550000,11700,8800,211000,31200,49300,5410,1530,8050,5180,2110,12100,5280000,9900,9400,3710,1860,5510,10600000,57600,184000,17500,1830,15600,430000,14400,29400,16700,88700,3630,1630000,18500
"ME104276",76900,25200,35800,150000,22800,97000,78400,32100,60700,30900,132000,786000,33600,1320000,34700,1880000,30900,21200,27000,8390,67100,17500,55600,13500,50100,7470,50200,22900,28000,78200,34900,1590000,8830,8750,29300,23300,9150,31500,26000,22400,11000,19600,7540,15800,18300
"ME104277",6710000,4830000,4240000,3710000,14400000,5340000,5560000,6220000,18100000,4440000,5e+06,1.3e+07,5450000,4560000,6410000,3740000,8420000,3920000,4510000,5190000,5540000,3630000,5910000,5830000,6190000,4310000,7540000,5750000,4240000,5020000,12100000,6230000,4150000,5160000,5460000,5680000,3420000,7400000,5650000,4540000,4590000,4570000,5670000,6020000,5470000
"ME104278",2150,3570,2040,6700,1830,3180,2080,1470,1460,3370,3200,1310,14800,3890,1640,4710,1640,8510,997000,2160,1910,34400,1590,NA,1250000,8720,1500,11600,14100,1860,2260,2440,1120000,8180,1780,2220,15300,1900,1490,3330,1500,1900,1680,1370,5850
"ME104279",371000,637000,2630000,1390000,840000,138000,482000,417000,61300,2910000,1350000,625000,4200000,5610000,17800,1740000,7420000,2820000,1860000,1670000,470000,629000,86200,550000,1660000,1950000,519000,1040000,5220000,29500,832000,3820000,5780000,3080000,1210000,2e+06,2100000,2390000,53600,4500000,3310000,5940000,344000,511000,31400
"ME104280",1020000,724000,2910000,1370000,1090000,186000,506000,1010000,121000,1210000,255000,66800,1040000,960000,44200,913000,876000,4360000,538000,556000,135000,934000,55500,440000,812000,832000,105000,803000,1570000,8300,1300000,197000,1070000,5e+05,87200,499000,569000,279000,458000,218000,602000,4920000,166000,1580000,96100
"ME104281",3140000,4530000,10300000,1.7e+07,4160000,4010000,6860000,4770000,3040000,32600000,8230000,12400000,5250000,17900000,2740000,7330000,1.2e+07,26700000,9270000,3980000,5880000,8650000,3780000,1330000,19700000,16900000,13100000,4200000,7020000,2070000,4550000,4940000,8120000,17300000,5050000,8630000,9570000,4950000,2390000,23100000,4090000,34300000,3350000,36800000,4550000
"ME104282",2540000,17400,14800,77300,18000,12700,27100,30700,18900,47800,42300,23000,28200,25200,14500,27100,7390000,14000,15100,9950,14200,25100,19200,18900,16200,1330000,24100,23600,47100,12100,12300,20900,144000,19200,5400,20000,36600,45600,10700,25800,12600,41900,11200,9180,21700
"ME104283",4150000,470000,13100000,6480000,182000,36900,13700,1390000,8890000,3340000,1.15e+08,289000,6900000,20700000,8190000,7070000,16100,4810000,7450000,127000,1020000,5790000,1580000,227000,350000,38700000,50500,40600000,5630000,4220000,1230000,17200,79100000,433000,5890000,1420000,346000,2910000,3790000,228000,7070000,19800000,556000,11900000,9560000
"ME104284",2680000,472000,3720000,4120000,431000,472000,971000,790000,2120000,12700000,6340000,71700,3310000,6100000,2590000,2100000,35600000,8460000,2680000,1410000,101000,1070000,7660000,38500,3220000,9580000,12100000,1750000,9350000,893000,2820000,197000,4700000,6570000,547000,1240000,13900000,447000,801000,9e+06,4440000,12200000,1140000,1240000,1290000
"ME104285",27000,63400,45000,9940,21800,33600,35100,48900,36100,23000,89100,65600,170000,120000,19900,87400,22600,60000,23100,26700,95400,31600,35500,534000,18500,87600,26500,45400,8560000,17200,29600,16100,848000,24800,27300,136000,37500,37300,94700,65900,15800,38800,6890,36800,46800
"ME104286",2400000,1e+06,837000,1700000,1600000,474000,1360000,1650000,690000,5640000,3910000,724000,1620000,1790000,2950000,3150000,1900000,2040000,4280000,1930000,903000,1300000,2320000,1010000,1940000,2370000,1320000,1250000,2100000,1730000,1930000,1880000,5690000,2780000,897000,3680000,831000,1820000,1220000,2190000,1890000,2790000,659000,1e+06,3460000
"ME104287",3570000,4660000,1300000,3210000,330000,262000,5820000,8e+06,4630000,2450000,127000,258000,1530000,2790000,1220,19700000,5220000,15200000,1440000,2920000,3320000,2610000,657000,412000,3970000,1050000,862000,573000,1300000,216000,820000,304000,326000,2430000,156000,1650000,2160000,8960000,2810000,2640000,117000,2200000,475000,2190000,785000
"ME104288",6950000,6920000,6690000,6720000,6610000,7070000,7110000,6830000,7040000,6640000,7090000,6790000,6840000,6760000,6970000,6940000,7040000,6630000,7010000,6930000,6750000,6440000,7030000,6480000,6870000,6840000,6490000,6900000,6270000,7240000,7120000,6880000,6760000,7110000,6880000,6700000,6490000,7230000,7160000,6610000,6800000,6690000,7100000,6680000,6930000
"ME104289",915000,686000,912000,763000,699000,684000,685000,653000,688000,779000,1130000,651000,747000,694000,716000,602000,823000,773000,555000,871000,636000,854000,821000,631000,883000,552000,679000,705000,770000,847000,691000,868000,801000,946000,651000,845000,408000,718000,766000,833000,538000,790000,690000,559000,680000
"ME104290",47300,395000,757000,1250000,628000,123000,706000,1010000,192000,2640000,1120000,131000,426000,178000,117000,1080000,803000,2990000,1020000,860000,359000,1240000,1130000,234000,1140000,442000,491000,232000,1610000,228000,254000,867000,1340000,1420000,915000,545000,1510000,840000,153000,1520000,768000,944000,193000,222000,141000
"ME104291",969000,42600,30000,52300,45600,42600,14900,101000,14900,57400,31400,17000,27000,26300,27300,175000,16300,221000,47300,39500,14400,17900,29500,101000,34000,18400,32900,6470,21500,48900,49200,25500,37300,30500,63600,23800,2e+05,24900,24600,87700,18200,66500,36000,62600,3900
"ME104292",2020000,1540000,7430000,13900000,1800000,1270000,2820000,2860000,1100000,3660000,7600000,2190000,1820000,3370000,1270000,3320000,2870000,4040000,3930000,3100000,1730000,3300000,2540000,614000,2550000,16700000,2320000,2150000,4210000,1440000,3010000,4170000,6420000,12700000,1960000,2470000,4240000,1370000,1740000,8410000,5440000,10500000,1420000,5650000,2270000
"ME104293",558000,572000,574000,625000,563000,527000,598000,536000,276000,563000,581000,501000,514000,733000,597000,543000,583000,552000,541000,499000,570000,1580000,609000,502000,575000,477000,588000,576000,536000,533000,531000,502000,314000,558000,554000,518000,492000,589000,546000,513000,579000,516000,495000,492000,565000
"ME104294",NA,NA,NA,22800,2050,NA,1640,2020,NA,45200,4490,NA,NA,30200,NA,2680,4940,14900,2290,2260,2350,3360,3180,NA,38100,13700,3130,NA,2510,1970,NA,6260,73500,1440000,4950,1860,60500,1970,2210,3e+05,3190,18300,9100,126000,2320
"ME104295",6450000,75100,3240000,5e+06,167000,13500,233000,183000,356000,2900000,1760000,188000,1020000,7750000,238000,3230000,848000,15700000,351000,937000,7970,27100000,459000,448000,955000,1700000,48600,440000,1600000,94100,2110000,365000,2190000,334000,84500,525000,396000,526000,52300,1770000,928000,630000,54200,7230000,622000
"ME104296",901000,6300,633000,714000,21100,2410,6770,15100,19500,593000,222000,22200,155000,959000,5030,175000,77300,3130000,8260,178000,2580,4450000,15800,9610,157000,213000,2870,23500,54000,6100,234000,11700,371000,24100,3270,28200,23900,37000,3040,317000,48300,85300,2450,642000,16400
"ME104297",2040000,1570000,4960000,11100000,2180000,689000,2730000,2400000,1280000,5680000,2540000,1430000,990000,2970000,1290000,4620000,2940000,6670000,4580000,2800000,1820000,5150000,1480000,1080000,4540000,6860000,2570000,2110000,4410000,965000,1600000,1620000,4280000,5460000,3170000,2780000,3970000,1690000,1600000,4160000,2040000,3760000,2080000,2320000,1880000
"ME104298",1970,1250,14300,211000,2410,1750,5770,19600,3010,838000,326000,4060,5010,2250,39700,49000,143000,226000,101000,21400,3690,3730,10500,18500,40300,1200000,29100,7360,23500,55900,120000,2740,311000,555000,8900,64800,46000,1280,6140,64200,4980,15900,44700,4550,93300
"ME104299",10200000,7140000,25500000,18100000,12300000,1760000,11400000,16500000,3290000,1.23e+08,41800000,4190000,10900000,15800000,6280000,16300000,1.5e+07,70500000,1.1e+07,1.3e+07,6500000,15800000,15400000,6520000,7e+07,5110000,4420000,6240000,44900000,5620000,5740000,17800000,25300000,21500000,17500000,11800000,21100000,11600000,3480000,93200000,12200000,11900000,6160000,3.2e+07,5690000
"ME104300",1090000,651000,7280000,8060000,4660000,1820000,1940000,1230000,1770000,5320000,1550000,907000,1600000,11400000,429000,6620000,2900000,4280000,5340000,3730000,3370000,3990000,1490000,941000,2960000,7060000,2550000,1250000,3560000,575000,521000,1560000,8320000,3230000,16400000,2200000,5240000,1540000,301000,2950000,2990000,2580000,1030000,474000,941000
"ME104301",7320000,52200,882000,1e+06,732000,1110000,502000,1750000,1240000,801000,695000,259000,711000,624000,366000,1660000,296000,5e+05,7830000,331000,598000,832000,343000,317000,2150000,842000,597000,644000,579000,328000,6180000,369000,9230000,5700000,516000,365000,320000,566000,410000,5150000,185000,690000,481000,282000,410000
"ME104302",21300,33500,152000,78400,96900,4710,25200,14500,17100,56800,29100,7930,25000,13300,8660,113000,3690,892000,39900,5470,13100,5750,61900,4010,88400,32100,31200,7340,25500,22900,52500,8650,92500,137000,17600,84400,47300,27000,14300,99000,10200,119000,58700,13200,20600
"ME104303",1050000,490000,6670000,4540000,2410000,693000,1920000,2120000,1090000,3420000,2700000,973000,15900000,2140000,292000,3400000,2170000,7170000,7950000,2800000,3460000,7460000,455000,7100000,1980000,2520000,864000,4190000,1.8e+07,971000,1160000,5690000,5930000,3460000,3170000,4040000,2970000,6340000,322000,2290000,2280000,2090000,483000,1250000,597000
"ME104304",1260000,1530000,2650000,3460000,1300000,914000,2540000,1830000,779000,3860000,3e+06,2830000,1570000,3200000,1530000,3720000,2630000,3080000,3900000,938000,1610000,1670000,1950000,1680000,3650000,24600000,2400000,1240000,2080000,1630000,1790000,7350000,3170000,4060000,1140000,1060000,2400000,853000,763000,4170000,1770000,2440000,1340000,10100000,1260000
"ME104236",2130,7650,673000,190000,20300,8960,41200,14400,4010,803000,50200,14500,102000,154000,23400,46400,54600,563000,139000,73600,65700,108000,45300,22200,66300,221000,13500,32600,18200,21500,2750,43900,113000,174000,72500,23400,169000,35700,12300,67200,4400,30300,97200,85000,2e+05
"ME104305",20100000,4630000,5360000,11400000,21700000,1450000,4130000,1690000,2110000,3760000,26400000,2880000,4090000,22600000,512000,1.1e+07,9010000,1.04e+08,7.7e+07,37700000,21400000,7820000,3210000,2250000,12700000,9280000,3260000,2890000,46500000,2730000,8890000,5100000,8030000,8890000,2.3e+07,39100000,11900000,18900000,6980000,2360000,3930000,5.1e+07,1400000,4760000,14300000
"ME104306",629000,2140000,8230000,21700000,2080000,703000,2480000,1220000,730000,6530000,1960000,1500000,1100000,1170000,476000,2870000,4180000,6670000,5660000,2230000,1270000,5230000,748000,778000,2440000,6030000,1810000,1330000,2070000,487000,1520000,3460000,4600000,6710000,1820000,721000,4950000,1110000,712000,3620000,1360000,4100000,761000,1610000,566000
"ME104307",1450000,6550,984000,2010000,13600,16800,16200,110000,45900,1150000,290000,7320,110000,1180000,12900,765000,287000,3530000,11200,99600,16000,4540000,80300,40900,381000,260000,121000,16900,336000,16800,643000,278000,3170000,6530000,50700,1e+06,1970000,794000,788000,2780000,1190000,1880000,272000,1690000,448000
"ME104308",6480000,17900000,9680000,26300000,1.1e+07,996000,5730000,7900000,7440000,51100000,3450000,22500000,27900000,12600000,1880000,10600000,41300000,18200000,15300000,9600000,2710000,41800000,18700000,5240000,40100000,18300000,9100000,6010000,14600000,5320000,16600000,19800000,8200000,27200000,10500000,11600000,14800000,32400000,8690000,3.3e+07,3620000,46200000,8450000,6210000,9440000
